k1_slp1,k1_iast,lexicographer_only_any,botanical_only,dcs_attested,dcs_band,dcs_band_label,clean_confirmation
kAntapuzpa,kāntapuṣpa,yes,yes,yes,1,hapax(1),yes
kAntidA,kāntidā,yes,yes,yes,1,hapax(1),yes
kAntidAyaka,kāntidāyaka,yes,no,no,,,no
kApAlI,kāpālī,yes,no,yes,2,rare(2-9),no
kApAla,kāpāla,yes,no,yes,3,uncommon(10-99),no
kApaTa,kāpatha,yes,no,yes,3,uncommon(10-99),no
kApitTa,kāpittha,no,yes,no,,,no
kApitTikA,kāpitthikā,no,yes,no,,,no
kArIrI,kārīrī,no,yes,no,,,no
kArSa,kārśa,yes,yes,yes,2,rare(2-9),yes
kArSya,kārśya,yes,no,yes,3,uncommon(10-99),no
kAraYja,kārañja,no,yes,yes,2,rare(2-9),no
kAravI,kāravī,yes,no,yes,3,uncommon(10-99),no
kAravallI,kāravallī,no,yes,yes,3,uncommon(10-99),no
kAravella,kāravella,no,no,yes,3,uncommon(10-99),no
kArmuka,kārmuka,no,no,yes,4,common(100-999),no
kAruja,kāruja,yes,no,no,,,no
kArzRI,kārṣṇī,yes,yes,yes,1,hapax(1),yes
kArzmarya,kārṣmarya,no,yes,no,,,no
kArzya,kārṣya,yes,yes,yes,1,hapax(1),yes
kArzyavaRa,kārṣyavaṇa,no,yes,no,,,no
kAsAri,kāsāri,yes,yes,yes,1,hapax(1),yes
kAsa,kāsa,yes,no,yes,4,common(100-999),no
kAsaGnI,kāsaghnī,yes,yes,yes,2,rare(2-9),yes
kAsajit,kāsajit,yes,yes,yes,1,hapax(1),yes
kAsamarda,kāsamarda,no,no,yes,3,uncommon(10-99),no
kAsamardaka,kāsamardaka,yes,yes,yes,2,rare(2-9),yes
kAsamardana,kāsamardana,yes,yes,yes,1,hapax(1),yes
kAtyAyanasUtraBAzya,kātyāyanasūtrabhāṣya,no,yes,no,,,no
kAvAra,kāvāra,yes,yes,no,,,no
kAvfka,kāvṛka,yes,no,no,,,no
kAyasTA,kāyasthā,yes,no,yes,3,uncommon(10-99),no
kAyasTAlI,kāyasthālī,no,yes,no,,,no
kAzWA,kāṣṭhā,yes,no,yes,4,common(100-999),no
kAzWAguru,kāṣṭhāguru,yes,yes,no,,,no
kAzWIlA,kāṣṭhīlā,yes,yes,yes,2,rare(2-9),yes
kAzWIla,kāṣṭhīla,yes,yes,yes,1,hapax(1),yes
kAzWIrasa,kāṣṭhīrasa,yes,yes,no,,,no
kAzWaDAtrIPala,kāṣṭhadhātrīphala,yes,yes,yes,2,rare(2-9),yes
kAzWadAru,kāṣṭhadāru,yes,yes,yes,2,rare(2-9),yes
kAzWadru,kāṣṭhadru,yes,yes,yes,1,hapax(1),yes
kAzWajambU,kāṣṭhajambū,yes,yes,yes,1,hapax(1),yes
kAzWaka,kāṣṭhaka,yes,no,yes,2,rare(2-9),no
kAzWasArivA,kāṣṭhasārivā,yes,yes,yes,2,rare(2-9),yes
kAzWikA,kāṣṭhikā,yes,no,yes,1,hapax(1),no
kEMSuka,kaiṃśuka,no,yes,yes,1,hapax(1),no
kEMkirAta,kaiṃkirāta,no,yes,no,,,no
kEqarya,kaiḍarya,no,yes,yes,3,uncommon(10-99),no
kErAla,kairāla,yes,yes,no,,,no
kErAta,kairāta,yes,no,yes,3,uncommon(10-99),no
kEralI,kairalī,yes,yes,yes,2,rare(2-9),yes
kEravI,kairavī,yes,no,yes,2,rare(2-9),no
kEtaka,kaitaka,no,no,yes,2,rare(2-9),no
kEvartI,kaivartī,yes,no,yes,1,hapax(1),no
kEvartamusta,kaivartamusta,yes,yes,yes,1,hapax(1),yes
kEwarya,kaiṭarya,no,yes,yes,2,rare(2-9),no
kISaparRa,kīśaparṇa,yes,yes,no,,,no
kIcaka,kīcaka,no,no,yes,4,common(100-999),no
kIlasaMsparSa,kīlasaṃsparśa,yes,yes,no,,,no
kIqera,kīḍera,yes,yes,no,,,no
kIrezwa,kīreṣṭa,yes,no,yes,2,rare(2-9),no
kIwaSatru,kīṭaśatru,no,yes,yes,1,hapax(1),no
kIwamAtf,kīṭamātṛ,no,no,yes,1,hapax(1),no
kIwanAman,kīṭanāman,no,yes,no,,,no
kOSika,kauśika,yes,no,yes,4,common(100-999),no
kOberI,kauberī,yes,no,yes,3,uncommon(10-99),no
kOlatTIna,kaulatthīna,no,yes,no,,,no
kOlatTa,kaulattha,no,no,yes,3,uncommon(10-99),no
kOmudI,kaumudī,no,no,yes,3,uncommon(10-99),no
kOnteya,kaunteya,yes,no,yes,4,common(100-999),no
kOravI,kauravī,no,yes,no,,,no
kOwa,kauṭa,no,no,yes,3,uncommon(10-99),no
kOwaja,kauṭaja,no,yes,yes,3,uncommon(10-99),no
kOwajaBArika,kauṭajabhārika,no,yes,no,,,no
kUddAla,kūddāla,yes,yes,no,,,no
kUlaka,kūlaka,yes,no,no,,,no
kUrcaparRI,kūrcaparṇī,no,yes,yes,1,hapax(1),no
kUrmapfzWa,kūrmapṛṣṭha,yes,no,no,,,no
kUwAyu,kūṭāyu,yes,yes,no,,,no
kUwaSAlmali,kūṭaśālmali,yes,no,yes,2,rare(2-9),no
kUwaja,kūṭaja,no,yes,yes,1,hapax(1),no
kaMDara,kaṃdhara,yes,no,yes,3,uncommon(10-99),no
kaNgunI,kaṅgunī,no,no,yes,2,rare(2-9),no
kaNgunIpattrA,kaṅgunīpattrā,yes,yes,yes,1,hapax(1),yes
kaNkaSatru,kaṅkaśatru,yes,yes,no,,,no
kaNkarola,kaṅkarola,yes,yes,no,,,no
kaNkatI,kaṅkatī,no,yes,yes,2,rare(2-9),no
kaNkatikA,kaṅkatikā,no,no,yes,1,hapax(1),no
kaNkeli,kaṅkeli,no,yes,yes,2,rare(2-9),no
kaPavarDana,kaphavardhana,no,no,yes,2,rare(2-9),no
kaPelU,kaphelū,no,yes,no,,,no
kaRIci,kaṇīci,no,no,no,,,no
kaRWAla,kaṇṭhāla,yes,no,no,,,no
kaRWIravI,kaṇṭhīravī,yes,yes,yes,1,hapax(1),yes
kaRWa,kaṇṭha,yes,no,yes,4,common(100-999),no
kaRera,kaṇera,yes,yes,no,,,no
kaRikA,kaṇikā,yes,no,yes,3,uncommon(10-99),no
kaRqUGna,kaṇḍūghna,yes,no,yes,1,hapax(1),no
kaRqUkarI,kaṇḍūkarī,yes,yes,yes,2,rare(2-9),yes
kaRqUlA,kaṇḍūlā,yes,yes,yes,1,hapax(1),yes
kaRqUrA,kaṇḍūrā,yes,yes,yes,2,rare(2-9),yes
kaRqUra,kaṇḍūra,no,yes,no,,,no
kaRqurA,kaṇḍurā,yes,no,no,,,no
kaRqura,kaṇḍura,yes,no,yes,2,rare(2-9),no
kaRwAPala,kaṇṭāphala,yes,yes,no,,,no
kaRwAlikA,kaṇṭālikā,yes,yes,yes,2,rare(2-9),yes
kaRwAlu,kaṇṭālu,yes,no,yes,2,rare(2-9),no
kaRwArtagalA,kaṇṭārtagalā,yes,yes,yes,1,hapax(1),yes
kaRwaPalA,kaṇṭaphalā,yes,yes,yes,2,rare(2-9),yes
kaRwaPala,kaṇṭaphala,yes,yes,yes,2,rare(2-9),yes
kaRwadalA,kaṇṭadalā,yes,yes,yes,1,hapax(1),yes
kaRwakAKya,kaṇṭakākhya,no,yes,no,,,no
kaRwakAla,kaṇṭakāla,yes,yes,no,,,no
kaRwakAluka,kaṇṭakāluka,yes,yes,yes,1,hapax(1),yes
kaRwakArI,kaṇṭakārī,yes,yes,yes,3,uncommon(10-99),yes
kaRwakArItraya,kaṇṭakārītraya,yes,yes,yes,1,hapax(1),yes
kaRwakAraka,kaṇṭakāraka,yes,yes,no,,,no
kaRwakArikA,kaṇṭakārikā,no,yes,yes,3,uncommon(10-99),no
kaRwakI,kaṇṭakī,no,yes,yes,2,rare(2-9),no
kaRwakaPala,kaṇṭakaphala,yes,no,yes,1,hapax(1),no
kaRwakadalA,kaṇṭakadalā,yes,yes,no,,,no
kaRwakadruma,kaṇṭakadruma,yes,no,yes,1,hapax(1),no
kaRwakalatA,kaṇṭakalatā,no,yes,no,,,no
kaRwakaprAvftA,kaṇṭakaprāvṛtā,yes,yes,yes,1,hapax(1),yes
kaRwakatraya,kaṇṭakatraya,yes,yes,yes,1,hapax(1),yes
kaRwakavfntAkI,kaṇṭakavṛntākī,yes,yes,no,,,no
kaRwakila,kaṇṭakila,yes,yes,no,,,no
kaRwakin,kaṇṭakin,yes,no,yes,3,uncommon(10-99),no
kaRwakinI,kaṇṭakinī,yes,no,yes,2,rare(2-9),no
kaRwakuraRwa,kaṇṭakuraṇṭa,yes,yes,no,,,no
kaRwala,kaṇṭala,no,yes,no,,,no
kaRwapAda,kaṇṭapāda,yes,yes,no,,,no
kaRwapattra,kaṇṭapattra,yes,yes,no,,,no
kaRwapattrikA,kaṇṭapattrikā,yes,yes,yes,1,hapax(1),yes
kaRwapuNKikA,kaṇṭapuṅkhikā,yes,yes,yes,1,hapax(1),yes
kaRwatanu,kaṇṭatanu,yes,yes,yes,1,hapax(1),yes
kaRwavallI,kaṇṭavallī,yes,yes,yes,1,hapax(1),yes
kaRwavfkza,kaṇṭavṛkṣa,yes,yes,yes,1,hapax(1),yes
kaRwin,kaṇṭin,yes,no,yes,2,rare(2-9),no
kaSaku,kaśaku,no,yes,no,,,no
kaSeru,kaśeru,no,no,yes,2,rare(2-9),no
kaSeruka,kaśeruka,no,no,yes,3,uncommon(10-99),no
kaWiYjara,kaṭhiñjara,yes,yes,yes,2,rare(2-9),yes
kaWilla,kaṭhilla,yes,no,yes,2,rare(2-9),no
kaWillaka,kaṭhillaka,yes,yes,yes,2,rare(2-9),yes
kaWinaPala,kaṭhinaphala,yes,yes,yes,1,hapax(1),yes
kaYcaqa,kañcaḍa,no,yes,no,,,no
kaYcawa,kañcaṭa,yes,yes,yes,2,rare(2-9),yes
kaYcukI,kañcukī,yes,yes,yes,3,uncommon(10-99),yes
kaYcukin,kañcukin,yes,no,yes,3,uncommon(10-99),no
kaYjikA,kañjikā,no,yes,no,,,no
kacCUmatI,kacchūmatī,yes,yes,no,,,no
kacCa,kaccha,yes,no,yes,3,uncommon(10-99),no
kacCajA,kacchajā,yes,yes,no,,,no
kacCapa,kacchapa,yes,no,yes,4,common(100-999),no
kacCuGna,kacchughna,yes,yes,yes,1,hapax(1),yes
kacCurA,kacchurā,yes,no,yes,3,uncommon(10-99),no
kacadugDikA,kacadugdhikā,no,yes,no,,,no
kacora,kacora,no,yes,yes,2,rare(2-9),no
kacu,kacu,no,yes,no,,,no
kacvI,kacvī,no,yes,no,,,no
kadAKya,kadākhya,yes,no,no,,,no
kadalA,kadalā,yes,yes,no,,,no
kadala,kadala,no,no,yes,4,common(100-999),no
kadalaka,kadalaka,yes,yes,no,,,no
kadamba,kadamba,yes,no,yes,4,common(100-999),no
kadambada,kadambada,yes,yes,no,,,no
kadambaka,kadambaka,yes,no,yes,3,uncommon(10-99),no
kadara,kadara,no,no,yes,3,uncommon(10-99),no
kahlAra,kahlāra,no,yes,yes,3,uncommon(10-99),no
kahva,kahva,yes,yes,yes,2,rare(2-9),yes
kakKawapattraka,kakkhaṭapattraka,yes,yes,no,,,no
kakuB,kakubh,yes,no,yes,3,uncommon(10-99),no
kakuBa,kakubha,no,no,yes,3,uncommon(10-99),no
kakuBamaya,kakubhamaya,no,yes,no,,,no
kakza,kakṣa,no,no,yes,4,common(100-999),no
kakzaruhA,kakṣaruhā,yes,yes,no,,,no
kakzotTA,kakṣotthā,yes,yes,no,,,no
kakzyA,kakṣyā,yes,no,yes,4,common(100-999),no
kalApin,kalāpin,yes,no,yes,3,uncommon(10-99),no
kalApinI,kalāpinī,yes,no,yes,2,rare(2-9),no
kala,kala,yes,no,yes,4,common(100-999),no
kalaBa,kalabha,yes,no,yes,3,uncommon(10-99),no
kalaSI,kalaśī,no,no,yes,3,uncommon(10-99),no
kalaSi,kalaśi,yes,no,yes,1,hapax(1),no
kalaYja,kalañja,no,no,yes,2,rare(2-9),no
kalahAkulA,kalahākulā,yes,yes,no,,,no
kalahanASana,kalahanāśana,yes,yes,no,,,no
kalahapriyA,kalahapriyā,yes,yes,yes,1,hapax(1),yes
kalaka,kalaka,yes,no,no,,,no
kalakala,kalakala,yes,no,yes,3,uncommon(10-99),no
kalalaja,kalalaja,yes,yes,yes,1,hapax(1),yes
kalalajodBava,kalalajodbhava,yes,yes,no,,,no
kalambI,kalambī,no,yes,yes,2,rare(2-9),no
kalamba,kalamba,yes,no,yes,2,rare(2-9),no
kalambaka,kalambaka,yes,yes,no,,,no
kalambikA,kalambikā,yes,no,yes,1,hapax(1),no
kalambukA,kalambukā,no,yes,no,,,no
kalana,kalana,yes,no,yes,3,uncommon(10-99),no
