k1_slp1,k1_iast,species_canonical,species_raw,L_number,page_col,sense_citation,lexicographer_only,dcs_band,dcs_band_label
BadraganDikA,bhadragandhikā,Asclepias pseudosarsa,Asclepias Pseudosarsa,148345,"746,1",W.,no,,
BadracUqa,bhadracūḍa,Euphorbia tirucalli,Euphorbia Tirucalli,148356,"746,1",L.,yes,,
Badraja,bhadraja,Wrightia antidysenterica,Wrightia Antidysenterica,148357,"746,1",L.,yes,,
BadrataruRI,bhadrataruṇī,Rosa moschata,Rosa Moschata,148362,"746,1",L.,yes,1,hapax(1)
BadradantikA,bhadradantikā,Croton,Croton,148371,"746,1",L.,yes,1,hapax(1)
BadradAru,bhadradāru,Pinus deodora,Pinus Deodora,148372,"746,1",Hariv.; Var.; Suśr.,no,3,uncommon(10-99)
BadranAmikA,bhadranāmikā,Ficus heterophylla,Ficus Heterophylla,148380,"746,1",L.,yes,1,hapax(1)
BadraparRA,bhadraparṇā,Paederia foetida,Paederia Foetida,148384,"746,2",L.,yes,,
BadraparRI,bhadraparṇī,Gmelina arborea,Gmelina Arborea,148385,"746,2",Sāy.; ŚBr.,no,2,rare(2-9)
BadrabalA,bhadrabalā,Paederia foetida,Paederia Foetida,148395,"746,2",L.,yes,2,rare(2-9)
BadrabalA,bhadrabalā,Sida cordifolia,Sida Cordifolia,148395,"746,2",L.,yes,2,rare(2-9)
BadramuYja,bhadramuñja,Saccharum sara,Saccharum Sara,148411,"746,2",Bhpr.,no,,
Badramusta,bhadramusta,Cyperus,Cyperus,148412,"746,2",Ṛtus.; L.,no,2,rare(2-9)
Badrayava,bhadrayava,Wrightia antidysenterica,Wrightia Antidysenterica,148416,"746,2",L.,yes,1,hapax(1)
BadralatA,bhadralatā,Gaertnera racemosa,Gaertnera Racemosa,148428,"746,2",L.,yes,2,rare(2-9)
BadravatI,bhadravatī,Gmelina arborea,Gmelina Arborea,148432,"746,2",L.,yes,2,rare(2-9)
Badravat,bhadravat,Pinus deodora,Pinus Deodora,148436,"746,2",L.,yes,2,rare(2-9)
BadravallikA,bhadravallikā,Hemidesmus indicus,Hemidesmus Indicus,148441,"746,2",L.,yes,,
BadravallI,bhadravallī,Jasminum sambac,Jasminum Sambac,148442,"746,2",L.,yes,1,hapax(1)
BadravallI,bhadravallī,Gaertnera racemosa,Gaertnera Racemosa,148443,"746,2",L.,yes,1,hapax(1)
BadravallI,bhadravallī,Vallaris dichotomus,Vallaris Dichotomus,148444,"746,2",L.,yes,1,hapax(1)
BadrOdanI,bhadraudanī,Sida cordifolia,Sida Cordifolia,148516,"746,3",Car.,no,2,rare(2-9)
BadrOdanI,bhadraudanī,Rhombifolia,Rhombifolia,148516,"746,3",Car.,no,2,rare(2-9)
Badraka,bhadraka,Cyperus pertenuis,Cyperus Pertenuis,148522,"746,3",Saṃskārak.,no,3,uncommon(10-99)
Badraka,bhadraka,Pinus deodora,Pinus Deodora,148523,"746,3",L.,yes,3,uncommon(10-99)
BadrikA,bhadrikā,Myrica sapida,Myrica Sapida,148528,"746,3",L.,yes,,
Badraka,bhadraka,Cyperus rotundus,Cyperus Rotundus,148531,"746,3",L.,yes,3,uncommon(10-99)
BadrAlapattrikA,bhadrālapattrikā,Paederia foetida,Paederia Foetida,148552,"746,3",L.,yes,,
Baya,bhaya,Trapa bispinosa,Trapa Bispinosa,148581,"747,1",L.,yes,5,very-common(1000+)
BayanASinI,bhayanāśinī,Ficus heterophylla,Ficus Heterophylla,148612,"747,1",L.,yes,2,rare(2-9)
BaraRI,bharaṇī,Luffa foetida,Luffa Foetida,148692,"747,2",L.,yes,3,uncommon(10-99)
BaraRyAhvA,bharaṇyāhvā,Tiaridium indicum,Tiaridium Indicum,148695,"747,2",L.,yes,,
BallI,bhallī,Semecarpus anacardium,Semecarpus Anacardium,148941,"748,3",Bhpr.,no,2,rare(2-9)
BallapucCI,bhallapucchī,Hedysarum lagopodioides,Hedysarum Lagopodioides,148944,"748,3",L.,yes,,
BallikA,bhallikā,Semecarpus anacardium,Semecarpus Anacardium,148947,"748,3",L.,yes,,
BallAta,bhallāta,Semecarpus anacardium,Semecarpus Anacardium,148950,"748,3",ŚārṅgS.,no,3,uncommon(10-99)
BallUka,bhallūka,Bignonia indica,Bignonia Indica,148961,"748,3",Suśr.; L.,no,3,uncommon(10-99)
Bava,bhava,Dillenia speciosa,Dillenia Speciosa,149000,"749,1",L.,yes,5,very-common(1000+)
BavadAru,bhavadāru,Pinus deodora,Pinus Deodora,149019,"749,1",L.,yes,1,hapax(1)
Bavizyat,bhaviṣyat,Dillenia indica,Dillenia Indica,149228,"750,1",L.,yes,3,uncommon(10-99)
Bavya,bhavya,Averrhoa carambola,Averrhoa Carambola,149250,"750,1",MBh.,no,3,uncommon(10-99)
BavyA,bhavyā,Piper chaba,Piper Chaba,149258,"750,1",,no,2,rare(2-9)
Bavya,bhavya,Averrhoa carambola,Averrhoa Carambola,149264,"750,1",L.,yes,3,uncommon(10-99)
Bavya,bhavya,Dillenia indica,Dillenia Indica,149264,"750,1",L.,yes,3,uncommon(10-99)
BaSirA,bhaśirā,Beta bengalensis,Beta Bengalensis,149275,"750,1",W.,no,,
BasmagarBa,bhasmagarbha,Dalbergia ougeinensis,Dalbergia Ougeinensis,149326,"750,2",L.,yes,2,rare(2-9)
Basmaka,bhasmaka,Embelia ribes,Embelia Ribes,149397,"750,3",L.,yes,3,uncommon(10-99)
BAnuPalA,bhānuphalā,Musa sapientum,Musa Sapientum,149490,"751,1",L.,yes,1,hapax(1)
BARqa,bhāṇḍa,Thespesia populneoides,Thespesia Populneoides,149787,"752,2",L.,yes,4,common(100-999)
BARqI,bhāṇḍī,Rubia munjista,Rubia Munjista,149788,"752,2",Suśr.; L.,no,2,rare(2-9)
BARqI,bhāṇḍī,Hydrocotyle asiatica,Hydrocotyle Asiatica,149788,"752,2",Suśr.; L.,no,2,rare(2-9)
BAravfkza,bhāravṛkṣa,Cytisus cajan,Cytisus Cajan,149915,"753,1",L.,yes,,
BAraNgI,bhāraṅgī,Clerodendrum siphonantus,Clerodendrum Siphonantus,149942,"753,1",L.,yes,1,hapax(1)
BAratI,bhāratī,Ocymum sacrum,Ocymum Sacrum,149990,"753,2",L.,yes,3,uncommon(10-99)
BArgI,bhārgī,Clerodendrum siphonantus,Clerodendrum Siphonantus,150052,"753,3",Suśr.,no,3,uncommon(10-99)
BArgI,bhārgī,Piper chaba,Piper Chaba,150053,"753,3",L.,yes,3,uncommon(10-99)
BArgavI,bhārgavī,Panicum dactylon,Panicum Dactylon,150078,"753,3",L.,yes,3,uncommon(10-99)
BArNgI,bhārṅgī,Clerodendrum siphonantus,Clerodendrum Siphonantus,150102,"753,3",VarBṛS.,no,3,uncommon(10-99)
BAryAvfkza,bhāryāvṛkṣa,Caesalpina sappan,Caesalpina Sappan,150125,"754,1",L.,yes,1,hapax(1)
BAlaviBUzaRa,bhālavibhūṣaṇa,Clerodendrum phlomoides,Clerodendrum Phlomoides,150144,"754,1",L.,yes,1,hapax(1)
BAvajYA,bhāvajñā,Panicum italicum,Panicum Italicum,150229,"754,2",L.,yes,,
BAvana,bhāvana,Dillenia speciosa,Dillenia Speciosa,150372,"755,1",L.,yes,3,uncommon(10-99)
BAskara,bhāskara,Calotropis gigantea,Calotropis Gigantea,150562,"756,1",L.,yes,4,common(100-999)
BAskarezwA,bhāskareṣṭā,Polanisia icosandra,Polanisia Icosandra,150587.1,"756,1",L.,yes,1,hapax(1)
BAsura,bhāsura,Costus speciosus,Costus Speciosus,150633,"756,2",L.,yes,3,uncommon(10-99)
BAsura,bhāsura,Arabicus,Arabicus,150633,"756,2",L.,yes,3,uncommon(10-99)
BAsurapuzpA,bhāsurapuṣpā,Tragia involucrata,Tragia Involucrata,150636,"756,2",L.,yes,1,hapax(1)
BAsvara,bhāsvara,Costus arabicus,Costus Arabicus,150649,"756,2",L.,yes,4,common(100-999)
BAsvara,bhāsvara,Speciosus,Speciosus,150649,"756,2",L.,yes,4,common(100-999)
Bikzu,bhikṣu,Asteracantha longifolia,Asteracantha Longifolia,150701,"756,3",L.,yes,4,common(100-999)
Bikzu,bhikṣu,Sphaeranthus mollis,Sphaeranthus Mollis,150702,"756,3",L.,yes,4,common(100-999)
BiRqa,bhiṇḍa,Abelmoschus esculentus,Abelmoschus Esculentus,150724,"756,3",Pañcat.,no,2,rare(2-9)
BiRqaka,bhiṇḍaka,Abelmoschus esculentus,Abelmoschus Esculentus,150724.1,"756,3",L.,yes,1,hapax(1)
BiRqItaka,bhiṇḍītaka,Abelmoschus esculentus,Abelmoschus Esculentus,150724.2,"756,3",L.,yes,,
BittikA,bhittikā,Asparagus racemosus,Asparagus Racemosus,150746,"757,1",L.,yes,2,rare(2-9)
Bindura,bhindura,Ficus infectoria,Ficus Infectoria,150779,"757,1",L.,yes,,
BinnA,bhinnā,Sanseviera roxburghiana,Sanseviera Roxburghiana,150798,"757,1",L.,yes,,
BinnagAtrikA,bhinnagātrikā,Cucumis usitatissimus,Cucumis Usitatissimus,150817,"757,2",L.,yes,,
BinnadalA,bhinnadalā,Sanseviera roxburghiana,Sanseviera Roxburghiana,150827,"757,2",L.,yes,1,hapax(1)
BinnaBinnAtman,bhinnabhinnātman,Cicer arietinum,Cicer Arietinum,150839,"757,2",L.,yes,,
BinnayojanI,bhinnayojanī,Plectranthus scutellarioides,Plectranthus Scutellarioides,150846,"757,2",Bhpr.,no,,
BillI,bhillī,Symplocos racemosa,Symplocos Racemosa,150917,"757,3",L.,yes,,
Billataru,bhillataru,Symplocos racemosa,Symplocos Racemosa,150919,"757,3",L.,yes,1,hapax(1)
BillaBUzaRA,bhillabhūṣaṇā,Abrus precatorius,Abrus Precatorius,150920,"757,3",L.,yes,,
Billin,bhillin,Symplocos racemosa,Symplocos Racemosa,150921,"757,3",L.,yes,2,rare(2-9)
BizakpriyA,bhiṣakpriyā,Cocculus cordifolius,Cocculus Cordifolius,150936,"757,3",L.,yes,1,hapax(1)
BizagBadrA,bhiṣagbhadrā,Croton,Croton,150939,"757,3",L.,yes,,
BizaNmAtf,bhiṣaṅmātṛ,Gendarussa vulgaris,Gendarussa Vulgaris,150945,"757,3",L.,yes,2,rare(2-9)
BIma,bhīma,Rumex vesicarius,Rumex Vesicarius,150997,"758,1",L.,yes,5,very-common(1000+)
BIru,bhīru,Asparagus racemosus,Asparagus Racemosus,151117,"758,2",L.,yes,4,common(100-999)
BIru,bhīru,Solanum jacquini,Solanum Jacquini,151121,"758,2",L.,yes,4,common(100-999)
BIrupattrI,bhīrupattrī,Asparagus racemosus,Asparagus Racemosus,151129,"758,3",L.,yes,,
BIzaRa,bhīṣaṇa,Boswellia thurifera,Boswellia Thurifera,151158,"758,3",L.,yes,4,common(100-999)
BIzaRa,bhīṣaṇa,Phoenix paludosa,Phoenix Paludosa,151159,"758,3",L.,yes,4,common(100-999)
BujaMgajihvA,bhujaṃgajihvā,Sita cordifolia,Sita Cordifolia,151307,"759,2",L.,yes,,
BujaMgAKya,bhujaṃgākhya,Mesua roxburghii,Mesua Roxburghii,151330,"759,2",L.,yes,,
Buktiprada,bhuktiprada,Phaseolus mungo,Phaseolus Mungo,151378,"759,3",L.,yes,1,hapax(1)
BUkadambaka,bhūkadambaka,Ptychotis ajowan,Ptychotis Ajowan,151563,"761,1",L.,yes,2,rare(2-9)
BUkapitTa,bhūkapittha,Feronia elephantum,Feronia Elephantum,151566,"761,1",,no,,
BUkarbudAraka,bhūkarbudāraka,Cordia myxa,Cordia Myxa,151574,"761,1",L.,yes,1,hapax(1)
BUkuzmARqI,bhūkuṣmāṇḍī,Batatas paniculata,Batatas Paniculata,151580,"761,1",L.,yes,2,rare(2-9)
BUkeSa,bhūkeśa,Blyxa octandra,Blyxa Octandra,151581.1,"761,1",,no,,
BUkeSI,bhūkeśī,Vernonia anthelminthica,Vernonia Anthelminthica,151581.3,"761,1",,no,,
BUjambu,bhūjambu,Flacourtia sapida,Flacourtia Sapida,151608,"761,1",L.; L.,yes,,
BUtalikA,bhūtalikā,Trigonella corniculata,Trigonella Corniculata,151616,"761,1",L.,yes,1,hapax(1)
BUtfRa,bhūtṛṇa,Andropogon schoenanthus,Andropogon Schoenanthus,151618,"761,1",L.,yes,2,rare(2-9)
BUdarIBavA,bhūdarībhavā,Salvinia cucullata,Salvinia Cucullata,151621,"761,1",L.,yes,,
BUDAtirI,bhūdhātirī,Flacourtia cataphracta,Flacourtia Cataphracta,151648,"761,1",L.,yes,,
BUnimba,bhūnimba,Gentiana chirata,Gentiana Chirata,151654,"761,2",Suśr.; ŚārṅgS.,no,3,uncommon(10-99)
BUpadI,bhūpadī,Jasminum zambac,Jasminum Zambac,151670,"761,2",L.,yes,1,hapax(1)
BUpUga,bhūpūga,Areca,Areca,151694,"761,2",L.,yes,,
BUPala,bhūphala,Phaseolus mungo,Phaseolus Mungo,151698,"761,2",L.,yes,1,hapax(1)
BUruRqI,bhūruṇḍī,Heliotropium indicum,Heliotropium Indicum,151728,"761,2",L.,yes,1,hapax(1)
BUruha,bhūruha,Terminalia arjuna,Terminalia Arjuna,151732,"761,2",L.,yes,3,uncommon(10-99)
BUruha,bhūruha,Glabra,Glabra,151732,"761,2",L.,yes,3,uncommon(10-99)
BUlagnA,bhūlagnā,Andropogon aciculatus,Andropogon Aciculatus,151735,"761,2",L.,yes,1,hapax(1)
BUSamI,bhūśamī,Acacia,Acacia,151752,"761,3",L.,yes,,
BUSelu,bhūśelu,Cordia myxa,Cordia Myxa,151759,"761,3",L.,yes,1,hapax(1)
BUstfRa,bhūstṛṇa,Andropogon schoenanthus,Andropogon Schoenanthus,151769,"761,3",Mn.; Hariv.; Suśr.; Vāgbh.,no,3,uncommon(10-99)
BUstfRa,bhūstṛṇa,Andropogon schoenanthus,Andropogon Schoenanthus,151769.1,"1331,2",Mn.; Suśr.,no,3,uncommon(10-99)
BUtakeSa,bhūtakeśa,Corydalis goveniana,Corydalis Goveniana,151812,"761,3",L.,yes,,
BUtakeSI,bhūtakeśī,Nardostachys jatamansi,Nardostachys Jatamansi,151813,"761,3",Bhpr.; L.,no,3,uncommon(10-99)
BUtakeSI,bhūtakeśī,Vitex negundo,Vitex Negundo,151813,"761,3",Bhpr.; L.,no,3,uncommon(10-99)
BUtakesarA,bhūtakesarā,Trigonella foenum graecum,Trigonella Foenum Graecum,151814,"761,3",L.,yes,,
BUtaGna,bhūtaghna,Betula bhojpatra,Betula Bhojpatra,151828,"762,1",L.,yes,2,rare(2-9)
BUtajawA,bhūtajaṭā,Nardostachys jatamansi,Nardostachys Jatamansi,151835,"762,1",L.,yes,2,rare(2-9)
BUtajawA,bhūtajaṭā,Valeriana,Valeriana,151836,"762,1",Bhpr.,no,2,rare(2-9)
BUtadruma,bhūtadruma,Cordia latifolia,Cordia Latifolia,151853,"762,1",L.,yes,1,hapax(1)
BUtanASana,bhūtanāśana,Semecarpus anacardium,Semecarpus Anacardium,151866,"762,1",L.,yes,2,rare(2-9)
BUtanASana,bhūtanāśana,Asa foetida,Asa Foetida,151869,"762,1",L.,yes,2,rare(2-9)
BUtanASana,bhūtanāśana,Elaeocarpus ganitrus,Elaeocarpus Ganitrus,151870,"762,1",L.,yes,2,rare(2-9)
BUtapati,bhūtapati,Ocimum sanctum,Ocimum Sanctum,151873,"762,1",L.,yes,3,uncommon(10-99)
BUtapuzpa,bhūtapuṣpa,Calosanthes indica,Calosanthes Indica,151879,"762,1",L.,yes,,
BUtavAsa,bhūtavāsa,Terminalia bellerica,Terminalia Bellerica,151934,"762,2",Bhpr.,no,2,rare(2-9)
BUtavfkza,bhūtavṛkṣa,Trophis aspera,Trophis Aspera,151947,"762,2",L.,yes,2,rare(2-9)
BUtavfkza,bhūtavṛkṣa,Calosanthes indica,Calosanthes Indica,151948,"762,2",L.,yes,2,rare(2-9)
BUtavfkza,bhūtavṛkṣa,Terminalia bellerica,Terminalia Bellerica,151949,"762,2",L.,yes,2,rare(2-9)
BUtavezI,bhūtaveṣī,Vitex negundo,Vitex Negundo,151950,"762,2",L.,yes,,
BUtasAra,bhūtasāra,Calosanthes indica,Calosanthes Indica,151970,"762,2",L.,yes,1,hapax(1)
BUtasArI,bhūtasārī,Terminalia chebula,Terminalia Chebula,151971,"762,2",L.,yes,,
BUtasArI,bhūtasārī,Phyllanthus emblica,Phyllanthus Emblica,151971,"762,2",L.,yes,,
BUtahArin,bhūtahārin,Pinus devadāru,Pinus Devadāru,151982,"762,2",L.,yes,1,hapax(1)
BUtAri,bhūtāri,Asa foetida,Asa Foetida,152005,"762,3",L.,yes,1,hapax(1)
BUtAvAsa,bhūtāvāsa,Terminalia bellerica,Terminalia Bellerica,152013,"762,3",L.,yes,2,rare(2-9)
BUti,bhūti,Andropogon schoenanthus,Andropogon Schoenanthus,152047,"762,3",L.,yes,4,common(100-999)
BUtika,bhūtika,Ptychotis ajowan,Ptychotis Ajowan,152090,"763,1",L.,yes,3,uncommon(10-99)
BUtika,bhūtika,Andropogon schoenanthus,Andropogon Schoenanthus,152090,"763,1",L.,yes,3,uncommon(10-99)
BUtika,bhūtika,Gentiana chirata,Gentiana Chirata,152090,"763,1",L.,yes,3,uncommon(10-99)
BUtIka,bhūtīka,Gentiana chirata,Gentiana Chirata,152092,"763,1",Car.; L.,no,2,rare(2-9)
BUtIka,bhūtīka,Curcuma zerumbet,Curcuma Zerumbet,152092,"763,1",Car.; L.,no,2,rare(2-9)
BUmikadamba,bhūmikadamba,Kadamba,Kadamba,152122,"763,1",L.,yes,2,rare(2-9)
BUmikuzmARqa,bhūmikuṣmāṇḍa,Convolvulus paniculatus,Convolvulus Paniculatus,152130,"763,1",L.,yes,,
BUmicampaka,bhūmicampaka,Kaempferia rotunda,Kaempferia Rotunda,152143,"763,1",Pañcar.,no,,
BUmija,bhūmija,Kadamba,Kadamba,152151,"763,1",L.,yes,3,uncommon(10-99)
BUmijambu,bhūmijambu,Premna herbacea,Premna Herbacea,152157,"763,1",L.; L.,yes,,
BUmipiSAca,bhūmipiśāca,Borassus flabelliformis,Borassus Flabelliformis,152194,"763,2",L.,yes,,
BUmimaRqa,bhūmimaṇḍa,Vallaris dichotomus,Vallaris Dichotomus,152210,"763,2",L.,yes,,
BUmimaRqapaBUzaRA,bhūmimaṇḍapabhūṣaṇā,Gaertnera racemosa,Gaertnera Racemosa,152212,"763,2",L.,yes,1,hapax(1)
BUmyAmalakI,bhūmyāmalakī,Flacourtia cataphracta,Flacourtia Cataphracta,152281,"763,3",L.; L.,yes,2,rare(2-9)
BUmyAmalakI,bhūmyāmalakī,Phyllanthus niruri,Phyllanthus Niruri,152281,"763,3",L.; L.,yes,2,rare(2-9)
BUridugDA,bhūridugdhā,Tragia involucrata,Tragia Involucrata,152376,"764,1",L.,yes,1,hapax(1)
BUripattra,bhūripattra,Andropogon,Andropogon,152385,"764,1",L.,yes,1,hapax(1)
BUripuzpA,bhūripuṣpā,Anethum sowa,Anethum Sowa,152391,"764,1",L.,yes,1,hapax(1)
BUripreman,bhūripreman,Anas casarca,Anas Casarca,152396,"764,1",L.,yes,1,hapax(1)
BUribalA,bhūribalā,Sida cordifolia,Sida Cordifolia,152400,"764,1",L.,yes,1,hapax(1)
BUribalA,bhūribalā,Rhombifolia,Rhombifolia,152400,"764,1",L.,yes,1,hapax(1)
BUrilagnA,bhūrilagnā,Clitoria ternatea,Clitoria Ternatea,152411,"764,1",L.,yes,,
BUrja,bhūrja,Betula bhojpatra,Betula Bhojpatra,152458,"764,2",Kāṭh.; Kāv.; Var.,no,3,uncommon(10-99)
BfguBavA,bhṛgubhavā,Clerodendrum siphonanthus,Clerodendrum Siphonanthus,152596,"765,2",Bhpr.,no,2,rare(2-9)
BfNga,bhṛṅga,Eclipta prostrata,Eclipta Prostrata,152637,"765,2",L.,yes,4,common(100-999)
BfNgI,bhṛṅgī,Aconitum ferox,Aconitum Ferox,152641,"765,2",L.,yes,3,uncommon(10-99)
BfNga,bhṛṅga,Laurus cassia,Laurus Cassia,152642,"765,2",L.,yes,4,common(100-999)
BfNgaja,bhṛṅgaja,Agallochum,Agallochum,152645,"765,2",L.,yes,3,uncommon(10-99)
BfNgajA,bhṛṅgajā,Clerodendrum siphonanthus,Clerodendrum Siphonanthus,152646,"765,2",L.,yes,2,rare(2-9)
BfNgapriyA,bhṛṅgapriyā,Gaertnera racemosa,Gaertnera Racemosa,152648,"765,2",L.,yes,1,hapax(1)
BfNgaraja,bhṛṅgaraja,Eclipta prostrata,Eclipta Prostrata,152651,"765,2",Bhpr.; Suśr.; Car.,no,2,rare(2-9)
BfNgarasa,bhṛṅgarasa,Eclipta,Eclipta,152653,"765,2",Suśr.,no,,
BfNgarAja,bhṛṅgarāja,Eclipta prostrata,Eclipta Prostrata,152656,"765,2",Suśr.; ŚārṅgS.,no,4,common(100-999)
BfNgarAja,bhṛṅgarāja,Wedelia calendulacea,Wedelia Calendulacea,152657,"765,2",L.,yes,4,common(100-999)
BfNgarAjarasa,bhṛṅgarājarasa,Eclipta prostrata,Eclipta Prostrata,152660,"765,2",Suśr.,no,,
BfNgavallaBa,bhṛṅgavallabha,Nauclea cordifolia,Nauclea Cordifolia,152662,"765,2",L.,yes,2,rare(2-9)
BfNgasodara,bhṛṅgasodara,Eclipta prostrata,Eclipta Prostrata,152666,"765,2",L.,yes,,
BfNgAnandA,bhṛṅgānandā,Jasminum auriculatum,Jasminum Auriculatum,152669,"765,2",L.,yes,1,hapax(1)
BfNgAhva,bhṛṅgāhva,Eclipta prostrata,Eclipta Prostrata,152675,"765,2",L.,yes,2,rare(2-9)
BfNgIPala,bhṛṅgīphala,Spondias mangifera,Spondias Mangifera,152678,"765,3",L.,yes,,
BfNgezwA,bhṛṅgeṣṭā,Aloe indica,Aloe Indica,152680,"765,3",L.,yes,2,rare(2-9)
BfNgezwA,bhṛṅgeṣṭā,Clerodendrum siphonanthus,Clerodendrum Siphonanthus,152680,"765,3",L.,yes,2,rare(2-9)
BfzwI,bhṛṣṭī,Piper betel,Piper Betel,152763.1,"1331,2",Inscr.,no,,
BekI,bhekī,Hydrocotyle asiatica,Hydrocotyle Asiatica,152769,"766,1",L.; L.,yes,1,hapax(1)
BeRqA,bheṇḍā,Abelmoschus esculentus,Abelmoschus Esculentus,152787,"766,1",L.; ib.,no,2,rare(2-9)
Bedana,bhedana,Rumex vesicarius,Rumex Vesicarius,152856,"766,2",L.,yes,4,common(100-999)
Bedana,bhedana,Asa foetida,Asa Foetida,152864,"766,2",L.,yes,4,common(100-999)
Bedin,bhedin,Rumex vesicarius,Rumex Vesicarius,152881,"766,2",L.,yes,4,common(100-999)
Bezaja,bheṣaja,Nigella indica,Nigella Indica,152933,"766,3",W.,no,4,common(100-999)
BEzaja,bhaiṣaja,Perdix chinensis,Perdix Chinensis,153055,"767,1",L.,yes,2,rare(2-9)
BramarI,bhramarī,Oldenlandia,Oldenlandia,153566,"769,3",L.,yes,2,rare(2-9)
BramarakIwa,bhramarakīṭa,Vespa solitaria,Vespa Solitaria,153570,"769,3",L.,yes,,
Bramarapriya,bhramarapriya,Nauclea cordifolia,Nauclea Cordifolia,153579,"769,3",L.,yes,,
BramarAtiTi,bhramarātithi,Michelia champaka,Michelia Champaka,153588,"769,3",L.,yes,1,hapax(1)
BramarAnanda,bhramarānanda,Mimusops elengi,Mimusops Elengi,153589,"769,3",L.,yes,2,rare(2-9)
BramarAnanda,bhramarānanda,Gaertnera racemosa,Gaertnera Racemosa,153590,"769,3",L.,yes,2,rare(2-9)
Bramarezwa,bhramareṣṭa,Bignonia,Bignonia,153598,"769,3",L.,yes,1,hapax(1)
BramarezwA,bhramareṣṭā,Clerodendrum siphonantus,Clerodendrum Siphonantus,153599,"769,3",L.,yes,2,rare(2-9)
BramarotsavA,bhramarotsavā,Gaertnera racemosa,Gaertnera Racemosa,153601,"769,3",L.,yes,1,hapax(1)
makarAkAra,makarākāra,Caesalpina bonducella,Caesalpina Bonducella,153948,"771,3",L.,yes,,
makarandavatI,makarandavatī,Bignonia suaveolens,Bignonia Suaveolens,153982,"771,3",L.,yes,,
makarandavAsa,makarandavāsa,Kadamba,Kadamba,153983,"771,3",L.,yes,1,hapax(1)
makura,makura,Mimusops elengi,Mimusops Elengi,153998,"771,3",L.,yes,2,rare(2-9)
makula,makula,Mimusops elengi,Mimusops Elengi,154002,"771,3",L.,yes,1,hapax(1)
makuzwa,makuṣṭa,Phaseolus aconitifolius,Phaseolus Aconitifolius,154004,"771,3",L.,yes,1,hapax(1)
makUlaka,makūlaka,Croton polyandrum,Croton Polyandrum,154007,"771,3",Car.,no,2,rare(2-9)
makzavIrya,makṣavīrya,Buchanania latifolia,Buchanania Latifolia,154022,"772,1",,no,,
maKAnna,makhānna,Euryale ferox,Euryale Ferox,154052,"772,1",Bhpr.,no,,
maGaganDa,maghagandha,Mimusops elengi,Mimusops Elengi,154101,"772,2",Kir.,no,,
maNgalacCAya,maṅgalacchāya,Ficus infectoria,Ficus Infectoria,154188,"772,3",L.,yes,1,hapax(1)
maNgalAguru,maṅgalāguru,Agallochum,Agallochum,154240,"773,1",L.,yes,,
maNgalya,maṅgalya,Cicer lens,Cicer Lens,154289.1,"773,1",Suśr.,no,3,uncommon(10-99)
maNgalya,maṅgalya,Aegle marmelos,Aegle Marmelos,154290,"773,1",Sāh.,no,3,uncommon(10-99)
maNgalya,maṅgalya,Ficus religiosa,Ficus Religiosa,154291,"773,1",L.,yes,3,uncommon(10-99)
maNgalya,maṅgalya,Ficus heterophylla,Ficus Heterophylla,154292,"773,1",L.,yes,3,uncommon(10-99)
maNgalya,maṅgalya,Feronia elephantum,Feronia Elephantum,154294,"773,1",L.,yes,3,uncommon(10-99)
maNgalyA,maṅgalyā,Anethum sowa,Anethum Sowa,154299,"773,1",,no,3,uncommon(10-99)
maNgalyA,maṅgalyā,Mimosa suma,Mimosa Suma,154300,"773,1",,no,3,uncommon(10-99)
maNgalyA,maṅgalyā,Terminalia chebula,Terminalia Chebula,154301,"773,1",,no,3,uncommon(10-99)
maNgalyA,maṅgalyā,Andropogon aciculatus,Andropogon Aciculatus,154302,"773,1",,no,3,uncommon(10-99)
maNgalyA,maṅgalyā,Curcuma longa,Curcuma Longa,154303,"773,1",,no,3,uncommon(10-99)
maNgalyA,maṅgalyā,Acorus calamus,Acorus Calamus,154310,"773,1",,no,3,uncommon(10-99)
maNgalya,maṅgalya,Agallochum,Agallochum,154321,"773,2",L.,yes,3,uncommon(10-99)
maNgalyakusumA,maṅgalyakusumā,Andropogon aciculatus,Andropogon Aciculatus,154324,"773,2",Bhpr.,no,,
maNgalyanAmaDeyA,maṅgalyanāmadheyā,Hoija viridifolia,Hoija Viridifolia,154327,"773,2",Bhpr.,no,,
maNgalyArhA,maṅgalyārhā,Ficus heterophylla,Ficus Heterophylla,154329,"773,2",L.,yes,,
maNgalyaka,maṅgalyaka,Cicer lens,Cicer Lens,154330,"773,2",Bhpr.,no,1,hapax(1)
maYjarInamra,mañjarīnamra,Calamus rotang,Calamus Rotang,154451,"774,1",L.,yes,2,rare(2-9)
maYjiPalA,mañjiphalā,Musa sapientum,Musa Sapientum,154460,"774,1",L.,yes,1,hapax(1)
maYjizWA,mañjiṣṭhā,Rubia munjista,Rubia Munjista,154465,"774,1",Kauś.; Suśr.,no,4,common(100-999)
maYjula,mañjula,Ficus oppositifolia,Ficus Oppositifolia,154535,"774,2",L.,yes,2,rare(2-9)
maYjula,mañjula,Blyxa octandra,Blyxa Octandra,154536,"774,2",L.,yes,2,rare(2-9)
maYjUzA,mañjūṣā,Rubia munjista,Rubia Munjista,154540,"774,2",Bhpr.,no,3,uncommon(10-99)
mawwaka,maṭṭaka,Eleusine coracana,Eleusine Coracana,154556,"774,2",L.,yes,,
